"","row","column","cor","p"
"62","BIO7","BIO12",-0.913706423314116,4.64367506669561e-08
"63","BIO8","BIO12",0.789651745593257,5.80064025281768e-05
"64","BIO9","BIO12",-0.697386305334309,0.000903369426360268
"65","BIO10","BIO12",0.442217644061359,0.0579854865789171
"66","BIO11","BIO12",0.871553379168828,1.17738078575513e-06
"67","BIO1","BIO13",0.829653527702987,1.1169992317317e-05
"68","BIO2","BIO13",-0.336486344672636,0.158950893849903
"69","BIO3","BIO13",0.475780235618654,0.0394932174801117
"70","BIO4","BIO13",-0.825138018727895,1.37261984509696e-05
"71","BIO5","BIO13",0.386502794327843,0.102132211337584
"72","BIO6","BIO13",0.933407446730379,5.49296585994341e-09
"73","BIO7","BIO13",-0.924555394664519,1.53900292509945e-08
"74","BIO8","BIO13",0.798963899552158,4.08453493248029e-05
"75","BIO9","BIO13",-0.737974719244742,0.000309785035791155
"76","BIO10","BIO13",0.350849287165688,0.140808729959192
"77","BIO11","BIO13",0.869407030523192,1.34520550787443e-06
"78","BIO12","BIO13",0.991845518291304,0
"79","BIO1","BIO14",0.84235938302755,6.04995715680623e-06
"80","BIO2","BIO14",-0.530671776546706,0.0194082231160326
"81","BIO3","BIO14",0.239564527073488,0.323236362354332
"82","BIO4","BIO14",-0.661534048363946,0.00203764499012893
"83","BIO5","BIO14",0.460839245222349,0.0470604927815756
"84","BIO6","BIO14",0.889075241072115,3.60058456827517e-07
"85","BIO7","BIO14",-0.843009519701813,5.85476245129612e-06
"86","BIO8","BIO14",0.707061912038686,0.000711130962941731
"87","BIO9","BIO14",-0.67366755884461,0.00156602804879036
"88","BIO10","BIO14",0.532475410364749,0.0189237393348667
"89","BIO11","BIO14",0.80341311082407,3.43230005825923e-05
"90","BIO12","BIO14",0.963138435177689,3.98874266949178e-11
"91","BIO13","BIO14",0.934824873937953,4.59735405300421e-09
"92","BIO1","BIO15",0.715602483844755,0.000571250586468119
"93","BIO2","BIO15",-0.0333578164037322,0.892161977377297
"94","BIO3","BIO15",0.716795079711545,0.000553705775201419
"95","BIO4","BIO15",-0.921631005139031,2.10486881258021e-08
"96","BIO5","BIO15",0.256110255968581,0.289895363611887
"97","BIO6","BIO15",0.864129961390417,1.84878337927685e-06
"98","BIO7","BIO15",-0.897228298690958,1.93635001366488e-07
"99","BIO8","BIO15",0.821706974763775,1.59915707691471e-05
"100","BIO9","BIO15",-0.720595667634815,0.000500793654531595
"101","BIO10","BIO15",0.091531808463683,0.709389923005601
"102","BIO11","BIO15",0.843287641110939,5.77293779802091e-06
"103","BIO12","BIO15",0.881307933977622,6.22780188308525e-07
"104","BIO13","BIO15",0.932124079113656,6.43204289829669e-09
"105","BIO14","BIO15",0.770127752930303,0.000114779547904398
"106","BIO1","BIO16",0.820162827258286,1.7111812866677e-05
"107","BIO2","BIO16",-0.289628572006132,0.229074768292528
"108","BIO3","BIO16",0.518364048990729,0.0229824543294708
"109","BIO4","BIO16",-0.846778102746321,4.82701452875212e-06
"110","BIO5","BIO16",0.372937855022709,0.115812914032102
"111","BIO6","BIO16",0.930536577737606,7.78595454775655e-09
"112","BIO7","BIO16",-0.926736556571291,1.20842900130924e-08
"113","BIO8","BIO16",0.809334152092589,2.7043522810466e-05
"114","BIO9","BIO16",-0.742609205463613,0.000270855449704177
"115","BIO10","BIO16",0.315618107889342,0.188074224105313
"116","BIO11","BIO16",0.873330330374332,1.0525056179933e-06
"117","BIO12","BIO16",0.983179339381028,5.41788836017076e-14
"118","BIO13","BIO16",0.99814724009196,0
"119","BIO14","BIO16",0.914543154470787,4.28703659238749e-08
"120","BIO15","BIO16",0.95138401027249,4.02851974001806e-10
"121","BIO1","BIO17",0.673818167130092,0.00156080413292026
"122","BIO2","BIO17",-0.740766055854171,0.000285808805003285
"123","BIO3","BIO17",-0.241775489890177,0.318654796382158
"124","BIO4","BIO17",-0.200749487818322,0.409894233092198
"125","BIO5","BIO17",0.522167701541546,0.0218265972595746
"126","BIO6","BIO17",0.599020452830698,0.0067248160833755
"127","BIO7","BIO17",-0.482042348709739,0.0366161805338483
"128","BIO8","BIO17",0.362415003262526,0.127291048953779
"129","BIO9","BIO17",-0.465364660961428,0.0446605210045503
"130","BIO10","BIO17",0.750754606134131,0.000212454507547255
"131","BIO11","BIO17",0.493536351171993,0.0317596952618935
"132","BIO12","BIO17",0.72204162800544,0.000481816885743225
"133","BIO13","BIO17",0.640048743882905,0.0031612311416902
"134","BIO14","BIO17",0.848330385459835,4.45146171812461e-06
"135","BIO15","BIO17",0.333880980871071,0.162406079747707
"136","BIO16","BIO17",0.595089159414948,0.00719212158033478
"137","BIO1","BIO18",0.797662266412802,4.29436635878133e-05
"138","BIO2","BIO18",-0.260257507648361,0.281881454530756
"139","BIO3","BIO18",0.548852565306985,0.014949468812461
"140","BIO4","BIO18",-0.864264096793739,1.83420081967256e-06
"141","BIO5","BIO18",0.335247905337003,0.160586931738342
"142","BIO6","BIO18",0.92226884171694,1.96796676732447e-08
"143","BIO7","BIO18",-0.932459626528438,6.17387185819496e-09
"144","BIO8","BIO18",0.808857195405718,2.75760532861824e-05
"145","BIO9","BIO18",-0.747028346635753,0.000237681811992019
"146","BIO10","BIO18",0.265060762367719,0.272772362351088
"147","BIO11","BIO18",0.866899398304119,1.56724452304857e-06
"148","BIO12","BIO18",0.972264983585486,3.66595642731227e-12
"149","BIO13","BIO18",0.993610499532514,0
"150","BIO14","BIO18",0.898302307474267,1.77761198205673e-07
"151","BIO15","BIO18",0.9657503302778,2.15476525511349e-11
"152","BIO16","BIO18",0.99824741693232,0
"153","BIO17","BIO18",0.555559982902885,0.0135283667638193
"154","BIO1","BIO19",0.1363065161954,0.577924973013977
"155","BIO2","BIO19",0.0618478224877842,0.801406994746534
"156","BIO3","BIO19",-0.11103342828134,0.650887157464392
"157","BIO4","BIO19",0.153335922765332,0.530839990523249
"158","BIO5","BIO19",0.390653245358531,0.0981901894735595
"159","BIO6","BIO19",-0.0186968787086419,0.939442049885142
"160","BIO7","BIO19",0.18027048099494,0.460199579735978
"161","BIO8","BIO19",0.0875722143811725,0.721473670477949
"162","BIO9","BIO19",0.793170368645818,5.09107850521495e-05
"163","BIO10","BIO19",0.424235886321517,0.0702531500256622
"164","BIO11","BIO19",0.0566282797836179,0.817886977618664
"165","BIO12","BIO19",-0.242528901970106,0.317102444706332
"166","BIO13","BIO19",-0.329235743250401,0.168693481096355
"167","BIO14","BIO19",-0.191025983627712,0.433398391446876
"168","BIO15","BIO19",-0.460136872632125,0.0474416397990067
"169","BIO16","BIO19",-0.353455808273043,0.137678452262244
"170","BIO17","BIO19",0.0574855551755213,0.815175034609964
"171","BIO18","BIO19",-0.382918881554615,0.105627087260841
